Time;Left Size/Right Size
0,1;3,1029051558358867;3,218875824868201
0,2;2,9937507825320497;3,218875824868201
0,30000000000000004;2,8913016661615747;3,218875824868201
0,4;2,794974623931693;3,218875824868201
0,5;2,7042280944372585;3,218875824868201
0,6;2,6187569170451583;3,218875824868201
0,7;2,5381211372385475;3,218875824868201
0,7999999999999999;2,461892017279116;3,218875824868201
0,8999999999999999;2,38978278629724;3,218875824868201
0,9999999999999999;2,3214774758566783;3,218875824868201
1,0999999999999999;2,2567466595301333;3,218875824868201
1,2;2,195282377289411;3,218875824868201
1,3;2,1368984097719093;3,218875824868201
1,4000000000000001;2,0813528056321777;3,218875824868201
1,5000000000000002;2,028460613837309;3,218875824868201
1,6000000000000003;1,9780427474658195;3,218875824868201
1,7000000000000004;1,9299344968013945;3,218875824868201
1,8000000000000005;1,8839842583832658;3,218875824868201
1,9000000000000006;1,8400523836037506;3,218875824868201
