Time;Strain;Reduced Relaxation Function;Elastic Response;Stress
0;0;1;0;0
0,01;1,0000000000000002E-06;1,417867547169014;1,0000000494336802E-10;0
0,02;2,0000000000000003E-06;1,1328771650445082;2,000000201007879E-10;0
0,03;3E-06;1,0366874468907121;3,0000004502817035E-10;0
0,04;4,000000000000001E-06;0,9879745624046821;4,0000007994756007E-10;0
0,05;5E-06;0,9583041624299663;5,000001250810015E-10;0
0,060000000000000005;6,000000000000001E-06;0,9381739014913023;6,000001799844057E-10;0
0,07;7,000000000000001E-06;0,9235076259767236;7,000002451018616E-10;0
0,08;8,000000000000001E-06;0,912266239281968;8,000003199892803E-10;0
0,09;9E-06;0,9033163241911204;9,000004050907506E-10;0
0,09999999999999999;9,999999999999999E-06;0,8959773764008145;1,0000004999621836E-09;0
0,10999999999999999;1,1E-05;0,8898159714660089;1,1000006050476686E-09;0
0,11999999999999998;1,1999999999999999E-05;0,8845428421117011;1,200000719903116E-09;0
0,12999999999999998;1,2999999999999998E-05;0,8799574555696059;1,3000008449726154E-09;0
0,13999999999999999;1,4E-05;0,8759163415388903;1,4000009800341218E-09;0
0,15;1,5E-05;0,8723140873560137;1,5000011250876356E-09;0
0,16;1,6000000000000003E-05;0,8690714586396825;1,600001279911112E-09;0
0,17;1,7000000000000003E-05;0,8661277115219344;1,70000144494864E-09;0
0,18000000000000002;1,8000000000000004E-05;0,8634354665125489;1,8000016199781754E-09;0
0,19000000000000003;1,9000000000000004E-05;0,8609572003280895;1,900001804999718E-09;0
0,20000000000000004;2,0000000000000005E-05;0,8586627894745036;2,000002000013268E-09;0
0,21000000000000005;2,1000000000000006E-05;0,8565277550635172;2,100002205018825E-09;0
0,22000000000000006;2,2000000000000006E-05;0,85453198579797;2,2000024200163892E-09;0
0,23000000000000007;2,3000000000000007E-05;0,8526587936432598;2,3000026450059607E-09;0
0,24000000000000007;2,4000000000000007E-05;0,8508942051915617;2,4000028799875393E-09;0
0,25000000000000006;2,5000000000000008E-05;0,8492264227592342;2,5000031249611256E-09;0
0,26000000000000006;2,600000000000001E-05;0,8476454095496587;2,6000033799267187E-09;0
0,2700000000000001;2,700000000000001E-05;0,8461425667419868;2,7000036451063636E-09;0
0,2800000000000001;2,800000000000001E-05;0,8447104795464829;2,800003920055971E-09;0
0,2900000000000001;2,900000000000001E-05;0,8433427155986096;2,9000042049975862E-09;0
0,3000000000000001;3,000000000000001E-05;0,8420336634962378;3,000004499931208E-09;0
0,3100000000000001;3,1000000000000015E-05;0,8407784024300642;3,100004805078882E-09;0
0,3200000000000001;3,200000000000001E-05;0,8395725961183806;3,2000051199965186E-09;0
0,3300000000000001;3,3000000000000016E-05;0,8384124059019781;3,300005444906162E-09;0
0,34000000000000014;3,400000000000001E-05;0,8372944190643296;3,400005780029858E-09;0
0,35000000000000014;3,500000000000002E-05;0,8362155893406875;3,500006124923516E-09;0
0,36000000000000015;3,6000000000000014E-05;0,8351731872537167;3,600006480031226E-09;0
0,37000000000000016;3,700000000000002E-05;0,834164758423387;3,7000068449088987E-09;0
0,38000000000000017;3,8000000000000016E-05;0,833188088388196;3,800007220000623E-09;0
0,3900000000000002;3,900000000000002E-05;0,8322411727743645;3,900007605084355E-09;0
